Cluster,customer_number,total_spend,num_of_unique_visits,total_quantity,average_basket_quantity,average_basket_spend,SUM_basket_categories,avg_spend_veg_category,avg_spend_other_food_category,avg_spend_miscelleanous_category
3,7302,1298.83,52,800,1.309328968903437,2.13,251,1.1371585903083703,1.3659285714285714,2.870533980582524
3,7303,795.13,78,611,1.114963503649635,1.45,355,0.951744966442953,1.3818840579710143,2.126981132075472
3,7342,1151.77,181,663,1.1031613976705492,1.92,480,1.128986784140969,1.163975155279503,2.5748727272727274
3,7362,854.09,93,494,1.1026785714285714,1.91,312,1.2208,1.4954263565891472,2.119083333333333
3,7386,2196.03,105,1262,1.2372549019607844,2.15,523,1.325875,1.623626126126126,2.8397286821705428
3,7407,1068.68,33,635,1.2828282828282829,2.16,240,1.0939393939393938,1.6315702479338845,2.984806201550388
3,7516,3676.46,55,2052,1.3247256294383472,2.37,358,1.0851724137931034,1.9515619047619048,3.795885558583106
3,7518,835.54,52,541,1.3424317617866004,2.07,255,1.2393191489361703,1.5124537037037034,2.417888888888889
3,7536,1593.88,70,974,1.1431924882629108,1.87,387,0.8435772357723579,1.0535889570552146,5.354935897435897
3,7604,1028.21,68,515,1.102783725910064,2.2,305,0.9757086614173228,2.7972670807453417,3.3002
3,7660,1137.69,112,480,1.038961038961039,2.46,381,1.2535714285714286,2.993732876712329,1.83375
3,7710,813.69,68,498,1.2,1.96,289,1.0078995433789957,1.1529113924050634,3.3950413223140496
3,7806,932.52,77,670,1.0876623376623376,1.51,327,0.851922077922078,1.660079365079365,2.486540880503145
3,7816,1013.26,116,401,1.1759530791788857,2.97,288,1.2454444444444446,2.5119014084507048,3.2217751479289936
3,7964,547.16,110,460,1.0849056603773584,1.29,320,0.8260416666666667,0.9474842767295596,3.2501639344262294
3,7977,1782.49,182,677,1.1171617161716172,2.94,509,1.0831294964028777,3.859245283018868,3.4229850746268653
3,8065,1033.14,41,710,1.4978902953586497,2.18,217,1.0577642276422763,1.2411142857142856,2.969649122807018
3,8071,1433.74,137,597,1.1371428571428572,2.73,459,1.181674876847291,1.1085271317829457,3.965509433962264
3,8087,866.28,38,636,1.582089552238806,2.15,234,0.9741935483870968,1.1464981949458484,3.46125
3,8108,1173.57,106,480,1.095890410958904,2.68,357,0.930887573964497,2.437567567567568,4.486507936507937
3,8115,829.38,64,407,1.1274238227146811,2.3,215,1.094186046511628,2.370066225165563,3.372619047619048
3,8178,882.35,54,534,1.233256351039261,2.04,260,1.0757851239669425,2.1329292929292927,2.1243617021276595
3,8226,1038.32,122,668,1.330677290836653,2.07,323,0.974931129476584,2.096138996138996,3.076521739130435
3,8322,778.36,51,482,1.3027027027027027,2.1,267,0.7742713567839196,1.1698795180722892,2.6359
3,8336,1053.46,79,744,1.151702786377709,1.63,406,1.1166788321167884,1.479909638554217,1.8562318840579708
3,8371,2239.66,81,1185,1.1933534743202416,2.26,529,0.93702,2.1697989949748746,3.162264808362369
3,8429,789.66,75,471,1.2046035805626598,2.02,284,0.9349468085106384,1.828270270270271,2.8128571428571427
3,8442,1192.7,51,503,1.1103752759381895,2.63,281,1.3202884615384616,1.6507446808510635,5.6798130841121495
3,8461,1476.38,69,720,1.256544502617801,2.58,240,1.6487301587301588,2.217942857142857,2.296109215017065
3,8488,1745.91,49,955,1.2784471218206157,2.34,312,1.1988333333333334,1.5268702290076337,3.617042253521127
3,8520,660.49,219,371,1.0248618784530388,1.82,312,0.8409,2.4333548387096773,1.7174999999999998
3,8557,2107.98,120,986,1.2481012658227848,2.67,503,1.4174891774891778,1.6142617449664427,4.301106194690265
3,8562,1228.44,123,768,1.1294117647058823,1.81,431,0.9547631578947368,2.1648858447488584,2.3166863905325443
3,8563,1119.15,75,643,1.2389210019267825,2.16,348,0.8127542372881356,2.107676470588235,3.1452238805970145
3,8636,1020.29,85,639,1.3595744680851063,2.17,317,1.0510984848484848,1.233867403314917,2.677680412371134
3,8668,1466.61,146,637,1.2490196078431373,2.88,393,1.2120143884892087,3.4778365384615384,2.690596026490066
3,8677,988.89,51,533,1.2113636363636364,2.25,232,1.1471615720524018,1.86625,3.034264705882353
3,8688,1106.13,46,701,1.2607913669064748,1.99,277,1.3599324324324324,1.7256626506024095,1.7900000000000005
3,8738,1743.63,100,847,1.2970903522205208,2.67,507,0.9470943396226412,2.563705882352941,2.566074380165289
3,8813,985.8,93,502,1.143507972665148,2.25,312,1.041967213114754,2.589787234042553,1.7246896551724138
3,8851,839.89,119,394,1.1354466858789625,2.42,276,0.885,2.696353591160221,2.0115172413793103
3,8893,1017.45,54,790,1.2741935483870968,1.64,263,0.99677734375,1.466513157894737,2.25547619047619
3,8966,701.53,94,348,1.2608695652173911,2.54,204,1.1910112359550562,1.8588679245283015,2.6045098039215686
3,8972,2167.03,97,998,1.1980792316926772,2.6,473,1.29125284738041,2.297675840978593,3.65875
3,9125,1088.9,93,522,1.0653061224489797,2.22,315,0.9363957597173144,1.6805732484076434,6.829878048780487
3,9190,634.42,94,430,1.0311750599520384,1.52,214,0.6820384615384615,1.395185185185185,3.290948275862069
3,9225,1323.83,138,795,1.1260623229461757,1.88,526,0.8514035087719298,1.2367219917012449,2.551104294478528
3,9260,2314.37,58,856,1.1505376344086022,3.11,433,1.362948717948718,2.9206344410876133,6.045111111111112
3,9339,2424.25,103,1061,1.1621029572836803,2.66,432,1.6687848605577689,1.9364356435643564,5.188387096774194
3,9369,1730.47,107,969,1.2234848484848484,2.18,434,1.0330252100840336,1.4422222222222223,2.8429239766081875
3,9380,982.73,105,620,1.183206106870229,1.88,359,0.7259509202453989,1.4707534246575344,2.0889710610932477
3,9398,920.15,69,496,1.156177156177156,2.14,274,0.958225806451613,2.2033484162895927,2.8649438202247195
3,9427,1854.66,56,972,1.172496984318456,2.24,292,1.2905794392523364,1.7917216117216117,4.116219512195122
3,9449,1184.28,150,595,1.162109375,2.31,414,1.226637554585153,0.9854761904761904,3.2467083333333338
3,9499,818.21,56,456,1.034013605442177,1.86,297,0.7750000000000001,0.9626829268292684,2.703930131004366
3,9501,1244.32,112,808,1.0845637583892616,1.67,470,1.0410904872389792,1.2747272727272727,2.760754716981132
3,9502,1417.83,116,919,1.2044560943643512,1.86,547,0.7291481481481482,1.0755690072639226,3.2913135593220337
3,9556,1363.15,132,695,1.154485049833887,2.26,445,0.9983116883116884,2.0409693877551023,2.7332462686567163
3,9587,2683.55,86,765,1.1573373676248109,4.06,435,1.009384164222874,2.10752,10.416494252873564
3,9624,1911.53,127,1145,1.2338362068965516,2.06,696,0.8703164556962025,0.953339517625232,3.871241379310344
3,9655,1329.29,104,922,1.2664835164835164,1.83,476,0.862337278106509,1.0108940397350994,2.5976241134751774
3,9682,1007.78,95,423,1.1782729805013927,2.81,270,1.126267942583732,1.3510236220472442,6.905862068965517
3,9706,1042.14,76,427,1.2234957020057309,2.99,274,0.8686585365853658,0.8835828877005348,5.099240506329115
3,9715,1323.98,90,423,1.5608856088560883,4.89,170,1.8810526315789475,1.5467346938775512,3.4153521126760564
3,9718,974.29,83,362,1.587719298245614,4.27,190,1.0096969696969698,1.085,3.2898496240601505
3,9728,1317.11,71,921,1.0873671782762693,1.56,402,1.0485044642857144,1.5156204379562044,2.171356783919598
3,9729,2419.42,90,960,1.4545454545454544,3.67,441,1.2265185185185186,1.254608695652174,5.028061538461539
3,9767,1692.87,75,719,1.1903973509933776,2.8,332,0.6583132530120481,1.1714857142857142,3.6470370370370366
3,9784,716.13,105,405,1.0742705570291775,1.9,316,0.5652380952380952,0.6417757009345796,2.6036170212765963
3,9802,1747.23,98,714,1.1782178217821782,2.88,487,0.9767226890756304,2.0266666666666664,3.7070355731225297
3,9825,1394.82,94,926,1.1856594110115235,1.79,469,0.9197265625,1.8454450261780109,2.562511210762332
3,9879,1505.99,120,899,1.2591036414565826,2.11,503,1.095934065934066,1.580641025641026,2.7529596412556057
3,9918,1555.32,144,752,1.146341463414634,2.37,442,1.2196954314720814,1.405812807881773,2.9251704545454547
3,9941,1430.57,131,745,1.3232682060390764,2.54,436,0.7872853185595569,1.3682191780821915,3.364887459807074
3,9968,2468.46,144,986,1.1808383233532933,2.96,560,1.094584269662921,1.1994650205761317,5.670805369127517
3,9974,1041.27,140,528,1.1578947368421053,2.28,350,1.13402390438247,1.222086330935252,4.251884057971015
3,9977,966.41,62,541,1.2295454545454545,2.2,255,1.1167372881355933,2.170358565737052,2.9277777777777776
3,10008,1073.48,93,599,1.3521444695259597,2.42,324,1.276978417266187,1.079734513274336,2.2304610951008645
3,10013,892.16,111,729,1.2482876712328768,1.53,365,0.9908064516129031,1.151169811320755,1.8178571428571424
3,10023,1110.96,102,712,1.1483870967741936,1.79,378,0.9031010452961672,1.8485326086956528,2.12298755186722
3,10087,1486.08,84,920,1.184041184041184,1.91,499,1.029236111111111,1.1879377431906617,2.3582933333333336
3,10098,925.02,82,584,1.0855018587360596,1.72,363,1.030498084291188,1.6193975903614457,2.466496815286624
3,10113,863.77,53,617,1.0786713286713288,1.51,360,1.0671111111111111,1.1209467455621305,2.169719101123596
3,10155,1043.62,69,588,1.2301255230125523,2.18,353,0.7135517241379311,1.5502958579881656,4.454961240310078
3,10168,879.74,98,639,1.2033898305084747,1.66,364,1.1517843866171005,1.2602049180327868,2.082698412698413
3,10222,1548.47,99,961,1.095781071835804,1.77,563,0.988024948024948,2.0537500000000004,2.5741666666666667
3,10223,2460.99,150,1267,1.1841121495327105,2.3,560,1.2198938053097346,2.271390593047035,3.103474178403756
3,10252,1308.29,64,404,1.2507739938080495,4.05,232,1.0665269461077844,3.5468666666666677,6.875287356321839
3,10256,1648.82,92,878,1.12998712998713,2.12,542,1.2198882681564247,1.2494179894179895,2.9849844236760124
3,10261,1301.72,85,721,1.1839080459770115,2.14,368,1.1459934853420195,1.8573504273504275,2.8626666666666667
3,10283,859.48,80,530,1.2832929782082323,2.08,259,1.0376875,1.4679051383399209,2.7527350427350425
3,10329,1108.7,74,776,1.1462333825701625,1.64,383,1.0569607843137254,0.9338277511961725,2.260919540229885
3,10355,897.44,111,608,1.0780141843971631,1.59,445,0.8837596899224806,1.3373714285714284,2.487942857142857
3,10396,1183.55,87,745,1.2153344208809136,1.93,425,0.7778947368421053,1.0055450236966823,2.5948366013071893
3,10421,2764.74,202,1033,1.1389195148842337,3.05,738,0.8841404358353511,3.0397389033942552,5.212531645569621
3,10512,904.08,76,563,1.1489795918367347,1.85,327,1.1856363636363636,1.2794472361809046,2.2806030150753767
3,10543,1422.73,119,882,1.0997506234413963,1.77,560,1.178439024390244,1.5681974248927038,2.402426778242678
3,10657,1626.55,84,741,1.1669291338582677,2.56,418,1.2332738095238096,1.4770616113744075,4.64180412371134
3,10689,1011.12,82,470,1.25,2.69,291,0.8821739130434784,0.7398620689655173,3.8209047619047625
3,10693,962.55,88,476,1.1442307692307692,2.31,297,1.2096938775510204,2.2682040816326534,4.849714285714285
3,10725,1032.22,62,715,1.1242138364779874,1.62,337,1.1193827160493828,1.4857575757575756,1.7690865384615386
3,10781,1303.38,101,682,1.1881533101045296,2.27,382,1.089232876712329,1.3982352941176472,4.544965986394558
3,10786,1303.65,71,792,1.12981455064194,1.86,443,0.779192546583851,1.3823986486486486,3.698620689655172
3,10802,1441.96,107,598,1.0952380952380951,2.64,395,1.5325263157894735,1.9137113402061856,3.1033762057877814
3,10856,731.08,93,346,1.130718954248366,2.39,254,0.8175362318840579,2.511034482758621,3.3041322314049584
3,10873,1758.91,96,857,1.167574931880109,2.4,411,0.9790633608815428,1.7946884272997037,5.087261146496815
3,10880,1050.0,125,629,1.1415607985480944,1.91,375,0.7293333333333334,2.061082474226804,3.1951851851851854
3,10885,601.83,86,385,1.2833333333333332,2.01,260,0.6323287671232877,1.4019473684210524,4.96204081632653
3,10896,871.27,129,594,1.120754716981132,1.64,406,0.9359565217391304,1.3086979166666668,2.353081395348837
3,10958,1589.25,122,859,1.2377521613832851,2.29,457,1.030778816199377,2.192310126582279,2.5477477477477475
3,10965,2015.6,75,1085,1.1505832449628843,2.14,421,1.0754177897574122,2.0523880597014927,2.669591836734694
3,10967,1404.14,42,1049,1.1303879310344829,1.51,354,1.0166536964980544,1.4329179331306992,1.991019417475728
3,10999,948.17,108,618,1.1793893129770991,1.81,389,0.8963218390804597,1.4825125628140703,2.02934693877551
3,11008,1032.85,128,714,1.1685761047463177,1.69,421,0.819655172413793,1.2522685185185185,2.798268156424581
3,11068,947.74,60,526,1.161147902869757,2.09,264,1.020747663551402,1.1708196721311477,2.6210358565737053
3,11069,903.99,63,470,1.2051282051282053,2.32,265,1.0701863354037269,2.2777777777777777,2.550882352941177
3,11090,1083.52,72,846,1.2760180995475112,1.63,412,0.8931521739130435,1.1784761904761905,2.3534969325153376
3,11108,1530.29,99,581,1.0921052631578947,2.88,356,1.0861943319838057,1.506144578313253,6.023690476190477
3,11143,793.77,94,398,1.1274787535410764,2.25,297,1.114766355140187,1.3043478260869568,2.786381909547738
3,11174,1293.07,52,833,1.2432835820895525,1.93,316,1.2024008810572688,1.9914748201438848,1.9163366336633665
3,11197,1458.64,37,1077,1.2806183115338885,1.73,295,1.1086522462562396,1.2613315217391303,3.038611111111112
3,11204,1081.48,77,701,1.3276515151515151,2.05,276,0.9449226804123712,1.403823529411765,2.9600564971751417
3,11211,1074.74,76,357,1.1052631578947367,3.33,228,1.068,2.4722772277227723,3.621851851851852
3,11242,1244.14,54,855,1.244541484716157,1.81,324,1.2532387706855792,1.7214220183486235,1.5829439252336446
3,11268,853.28,127,613,1.1206581352833638,1.56,416,0.7033644859813083,1.1665686274509806,2.3834871794871795
3,11286,757.95,88,509,1.1361607142857144,1.69,315,1.0699999999999998,1.449189189189189,1.9526288659793811
3,11330,746.41,107,376,1.0473537604456824,2.08,313,1.076027397260274,1.5615384615384615,3.2173381294964027
3,11349,984.66,65,619,1.0859649122807018,1.73,361,1.0161217948717949,1.6564804469273742,2.899375
3,11353,1060.47,69,507,1.1316964285714286,2.37,318,1.0380099502487563,2.0313714285714286,3.788854961832061
3,11365,2073.45,140,899,1.0753588516746413,2.48,567,0.7375793650793651,1.7728529411764706,4.185048859934853
3,11433,1621.31,164,849,1.1141732283464567,2.13,544,0.9397814207650276,2.2527213114754105,3.316123595505618
3,11454,1854.65,40,1157,1.0461121157323687,1.68,288,1.0962972972972973,1.630766283524904,3.960000000000001
3,11466,2076.05,83,1190,1.233160621761658,2.15,502,1.1766806722689074,1.4820000000000002,3.249575289575289
3,11500,1909.51,113,960,1.1347517730496457,2.26,455,1.1716831683168316,1.7343798449612404,2.774486215538848
3,11563,898.0799999999999,71,454,1.2404371584699454,2.45,267,1.264439834024896,2.3042307692307693,3.245045871559633
3,11579,1726.49,42,1145,1.1225490196078431,1.69,282,1.1938432835820896,1.713867276887872,1.9629651162790696
3,11592,1793.09,118,861,1.11963589076723,2.33,565,0.7948680351906159,3.0469553072625697,2.661913580246914
3,11614,975.78,62,747,1.1083086053412463,1.45,375,0.993521850899743,1.510809523809524,1.8380405405405404
3,11640,1392.85,80,528,1.1865168539325843,3.13,287,1.2078527607361962,2.3651476793248944,4.964296875
3,11651,1331.31,107,539,1.1616379310344829,2.87,349,0.9731746031746032,1.1662114537444932,5.07505376344086
3,11706,639.24,59,431,1.1342105263157896,1.68,262,1.0303061224489796,1.5480136986301372,2.374044943820225
3,11885,883.65,266,485,1.0825892857142856,1.97,387,0.6728402366863906,0.744811320754717,3.290428571428571
3,12097,1338.81,90,929,1.2503364737550473,1.8,409,1.1728055555555554,1.3494586894586893,2.0318348623853213
3,12156,750.2900000000001,129,417,1.0296296296296297,1.85,343,0.6755345911949685,0.863644859813084,3.645496688741722
3,12221,1196.73,48,701,1.1841216216216215,2.02,271,0.7728859060402684,1.4026153846153846,4.207902097902098
3,12432,1000.86,75,497,1.1451612903225803,2.31,298,1.0445777777777778,1.265,5.24377358490566
3,12450,573.15,83,389,1.1210374639769451,1.65,289,1.0121527777777777,1.397298578199052,3.899117647058824
3,12523,943.12,50,546,1.2668213457076567,2.19,259,1.0975688073394496,2.0989473684210527,2.4569767441860466
3,12557,1852.91,67,1076,1.2673733804475853,2.18,297,1.1612191358024693,2.4581314878892733,2.806043165467626
3,12569,1429.72,38,826,1.2967032967032968,2.24,271,1.1731578947368422,1.434198113207547,2.6634191176470585
3,12628,819.58,57,555,1.2729357798165135,1.88,222,1.1004074074074075,1.342263157894737,2.815157894736842
3,12641,1007.27,56,743,1.1907051282051282,1.61,297,1.162486033519553,1.2367971530249111,2.3419230769230768
3,12693,655.87,107,380,1.3103448275862069,2.26,243,0.9686046511627908,1.4863636363636363,2.861221374045801
3,12703,762.04,57,414,1.2857142857142856,2.37,240,1.199111111111111,0.8260135135135134,3.6481679389312975
3,12981,1029.29,86,406,1.2378048780487805,3.14,261,0.938258064516129,0.7981512605042017,5.9763636363636365
3,13029,814.88,70,388,1.1722054380664653,2.46,253,1.3247852760736196,1.946141732283464,3.589591836734693
3,13057,735.37,145,570,1.207627118644068,1.56,341,0.812109589041096,1.0003921568627452,3.270970873786408
3,13090,875.39,54,710,1.150729335494327,1.42,255,0.9254602510460253,1.5935416666666666,2.313068181818182
3,13201,792.6899999999999,95,362,1.1947194719471947,2.62,199,1.1579245283018869,0.8510447761194029,4.055588235294117
3,13205,756.64,128,471,1.1161137440758293,1.79,334,0.4781896551724138,0.7653293413173654,3.049787234042553
3,13238,1016.46,38,632,1.4731934731934733,2.37,259,0.8745454545454546,1.2068456375838927,3.1016129032258064
3,13334,1831.24,106,1016,1.2270531400966185,2.21,513,0.9055133928571428,1.4059894459102902,4.723280423280423
3,13409,1888.64,50,1278,1.2566371681415929,1.86,299,1.1832326283987915,1.8341473684210523,1.6604255319148935
3,13441,1152.18,72,615,1.4642857142857144,2.74,297,0.7350757575757576,2.245522388059701,4.293012048192771
3,13601,1333.94,74,649,1.1208981001727116,2.3,326,1.0949166666666663,2.630505952380952,2.565890410958904
3,13607,618.34,96,433,1.1102564102564103,1.59,293,0.8491907514450865,0.7681904761904762,2.5210967741935484
3,13699,1310.11,57,690,1.4680851063829787,2.79,231,1.1143181818181818,1.904055944055944,2.62773851590106
3,13700,657.35,129,568,1.027124773960217,1.19,378,0.7568407960199005,1.7162121212121213,3.722352941176471
3,13730,853.4,80,389,1.130813953488372,2.48,211,0.9188235294117648,2.7305652173913044,2.3096491228070177
3,13801,1084.73,56,738,1.1732909379968204,1.72,333,0.9939729119638826,1.7420103092783508,3.034158415841584
3,13806,1135.42,108,452,1.1863517060367454,2.98,287,0.9208675799086756,3.8604571428571424,4.451206896551724
3,13925,1208.38,59,791,1.3009868421052633,1.99,309,1.1385054945054944,1.603186813186813,2.588181818181818
3,13932,812.3,100,604,1.0942028985507246,1.47,349,0.9418100890207716,0.8692207792207793,2.2525263157894737
3,14095,765.0,94,418,1.270516717325228,2.33,254,0.7471348314606742,1.0784415584415583,3.367914110429448
3,14130,1605.71,145,552,1.0454545454545456,3.04,441,0.9442718446601944,1.361888111888112,5.992315270935961
3,14146,711.19,91,487,1.2616580310880827,1.84,259,0.8698660714285714,1.359375,2.9013592233009717
3,14253,1492.15,76,383,1.1606060606060606,4.52,245,1.0368000000000002,1.7149090909090907,9.333252032520326
3,14329,563.62,156,279,1.0984251968503935,2.22,238,0.9554166666666668,1.4749382716049382,2.4208045977011494
3,14539,1776.97,80,683,2.276666666666667,5.92,190,0.6665467625899281,1.7225842696629214,4.551772151898734
3,14543,1065.5,171,689,1.1059390048154092,1.71,498,0.839040404040404,1.246448598130841,3.2251075268817204
3,14555,1338.14,87,527,1.0888429752066116,2.76,340,1.102290502793296,1.2354545454545456,3.756347517730497
3,14612,1750.51,123,625,1.75561797752809,4.92,240,1.280701754385965,0.7344680851063831,3.686065573770492
3,14728,714.14,117,405,1.1538461538461535,2.03,302,0.9291729323308272,1.132,2.3503448275862078
3,14782,742.54,104,272,1.1380753138075317,3.11,228,0.8708823529411766,1.1697619047619046,3.3867346938775507
3,14801,777.13,52,495,1.0248447204968945,1.61,309,1.21684,1.167264150943396,2.5121582733812957
3,14846,1341.17,106,475,1.1282660332541568,3.19,251,0.9371304347826088,1.3052,3.5843880597014923
3,14931,890.19,116,609,1.1340782122905029,1.66,403,0.94123595505618,0.7384571428571429,2.3180468750000003
3,15076,817.12,116,369,1.2768166089965398,2.83,212,0.462713567839196,0.9625925925925926,5.802241379310344
3,15217,969.24,142,470,1.0930232558139537,2.25,340,1.201081081081081,1.8385950413223136,3.780551181102362
3,15274,1136.63,82,433,1.0691358024691358,2.81,300,0.7993589743589744,1.8002898550724638,5.49273381294964
3,15302,1476.32,53,1064,1.288135593220339,1.79,308,0.9931729055258468,1.4656862745098038,2.389086294416244
3,15316,880.65,88,513,1.14,1.96,259,1.0427941176470588,1.2658955223880597,2.847371428571429
3,15354,1153.35,100,637,1.1796296296296296,2.14,403,0.8965263157894737,1.098978102189781,2.2657283950617284
3,15419,685.04,86,353,1.096273291925466,2.13,232,1.562125,1.783111111111111,2.397702702702703
3,15609,759.98,118,417,1.1031746031746033,2.01,327,1.0042857142857144,2.4015508021390377,1.724144144144144
3,15684,1450.0,26,660,1.7054263565891472,3.75,214,1.1559375,0.7278360655737705,6.172208588957055
3,15717,1686.4,81,1154,1.6345609065155808,2.39,376,0.8335396039603961,1.3091626794258373,2.4169277108433738
3,15738,1890.08,83,596,1.4056603773584906,4.46,275,1.822945736434108,1.428987341772152,5.7228260869565215
3,15788,1415.32,87,741,1.1278538812785388,2.15,435,1.092463768115942,2.642349726775956,2.605023474178404
3,15934,2649.05,183,723,1.088855421686747,3.99,481,1.382384615384615,1.2089908256880737,4.829669421487603
3,15963,859.01,115,305,1.4663461538461535,4.13,187,0.8037078651685393,0.716,3.787961165048544
3,15970,1275.25,88,367,1.4115384615384616,4.9,203,1.0785294117647055,1.0638167938931298,7.655820895522389
3,15972,859.78,90,507,1.054054054054054,1.79,255,0.6588316151202749,1.421980198019802,4.560347826086957
3,16022,2186.39,115,681,1.0640625,3.42,504,0.9377456647398844,1.2647120418848166,5.623343848580442
3,16054,687.61,73,399,1.2586750788643533,2.17,212,0.9224242424242424,1.379811320754717,2.3197422680412374
3,16084,602.3199999999999,80,341,1.0894568690095847,1.92,262,1.0475,1.189081632653061,2.578940397350993
3,16165,1068.25,114,865,1.4226973684210529,1.76,476,0.5875347222222224,0.7774153846153846,2.5650000000000004
3,16195,688.68,137,639,1.2241379310344829,1.32,442,1.0685089974293058,0.637680412371134,2.666428571428572
3,16203,2448.11,79,666,1.176678445229682,4.33,442,0.6655327868852459,1.1627604166666667,8.967260869565218
4,156,967.75,95,807,1.059055118110236,1.27,533,1.0259677419354838,1.5910197368421048,0.7818320610687022
4,157,1857.65,55,1208,1.1185185185185185,1.72,480,1.1355254237288137,2.342446043165468,1.0492039800995023
4,186,569.3100000000001,159,965,1.0569550930996714,0.62,688,0.4631168831168831,1.0249,0.4962706270627063
4,206,1075.19,115,1043,1.1474147414741471,1.18,487,0.962076923076923,1.150970695970696,0.6686915887850468
4,231,961.42,157,1059,1.2371495327102804,1.12,563,0.8295384615384614,1.227845117845118,0.7344892473118279
4,232,1045.33,111,992,1.3333333333333333,1.41,447,0.9785812356979404,1.2162464985994397,0.9267171717171716
4,244,1338.67,63,1045,1.3660130718954249,1.75,299,1.3312903225806452,1.3996330275229358,1.0055555555555555
4,263,1411.27,258,1315,1.132644272179156,1.22,875,0.9837573964497044,1.041396103896104,1.211246537396122
4,281,1282.69,128,1261,1.1248884924174845,1.14,596,1.0336249999999998,1.1848563968668409,0.7863522012578616
4,283,1080.41,114,828,1.1326949384404923,1.48,448,0.9480717488789238,1.891598746081505,0.8595238095238095
4,357,1996.51,68,1968,1.2439949431099877,1.26,479,1.1931891223733002,1.1794728171334434,0.571159420289855
4,367,951.8,93,912,1.0935251798561152,1.14,530,0.9884297520661156,1.3008707865168538,0.6730051813471504
4,386,630.23,169,722,1.0226628895184136,0.89,569,0.8227717391304349,0.9530739299610894,0.8506185567010308
4,445,1700.09,80,783,1.3339011925042588,2.9,365,1.234160839160839,4.388015564202335,0.9141666666666668
4,535,929.65,118,948,1.1476997578692494,1.13,506,0.9304347826086956,1.1274651810584957,0.7121698113207549
4,589,1731.58,84,1274,1.467741935483871,1.99,382,1.153151125401929,1.773617021276596,0.9929670329670328
4,594,1258.26,108,1168,1.2294736842105265,1.32,478,0.98071104387292,1.381891891891892,1.0165322580645162
4,704,1203.0,69,1002,1.114571746384872,1.34,431,1.175168776371308,1.2521666666666669,1.1856140350877196
4,711,1335.38,81,1235,1.3706992230854609,1.48,368,0.9872112211221122,1.2251443569553806,1.0901209677419357
4,752,680.61,100,915,1.183699870633894,0.88,543,0.7836279069767441,0.7134726688102894,0.6997701149425287
4,787,1232.69,151,1157,1.1455445544554457,1.22,657,1.436412037037037,1.280836653386454,0.6132278481012658
4,792,1267.05,147,857,1.0325301204819275,1.53,697,0.6807876712328768,1.3404901960784317,2.201662049861496
4,871,940.31,126,949,1.4622496147919877,1.45,414,1.0889377289377289,1.1670198675496688,0.8891619047619048
4,921,1342.48,183,1068,1.1932960893854747,1.5,553,1.1054926108374383,1.4446064814814816,1.172086956521739
4,946,1055.42,111,746,1.1766561514195584,1.66,491,0.9019148936170212,1.8287150837988824,1.3811320754716985
4,1008,2365.36,68,2104,1.1422366992399566,1.28,454,0.9757940251572328,1.540359066427289,0.9678909090909092
4,1018,970.06,82,963,1.175824175824176,1.18,435,1.0243252032520327,1.1772192513368984,0.7450931677018634
4,1122,1150.55,123,1210,1.1634615384615383,1.11,627,1.0009693053311792,1.249556213017751,0.4292490118577075
4,1149,1333.99,135,1206,1.3370288248337028,1.48,513,0.9948108925869896,1.2549736842105264,1.2092727272727273
4,1206,870.15,164,1108,1.1589958158995817,0.91,629,0.70734375,0.916997578692494,0.7058823529411765
4,1253,814.6,144,817,1.282574568288854,1.28,448,0.7205704697986577,1.3723809523809525,0.7581967213114754
4,1254,1568.6,166,1749,1.3992,1.25,799,0.6505397727272727,1.4524324324324325,0.7386857142857142
4,1292,946.48,218,856,1.1145833333333333,1.23,445,1.053425925925926,1.3323353293413172,1.049556025369979
4,1330,1855.28,44,1709,1.2839969947407963,1.39,333,0.9969469026548672,1.7678191489361703,0.6744522144522145
4,1357,1188.78,100,1113,1.2491582491582491,1.33,476,0.9724262734584452,1.3491143911439114,1.0181249999999995
4,1437,1035.11,89,963,1.1903584672435104,1.28,456,1.0209572301425662,1.4394306049822068,0.67717277486911
4,1454,2785.03,48,1811,1.3056957462148522,2.01,369,1.3075994318181818,1.8552966714905932,1.400168269230769
4,1480,1847.31,93,1403,1.154732510288066,1.52,497,1.0270221066319896,1.6415789473684217,1.7030036630036631
4,1484,962.19,144,862,1.2106741573033708,1.35,456,0.9319363395225464,1.459242424242424,0.8341935483870967
4,1579,1312.73,159,888,1.1044776119402984,1.63,572,1.0490731707317074,2.0939628482972137,1.3307096774193548
4,1588,1366.6,77,1368,1.2010535557506583,1.2,494,0.8933781512605041,1.1889598540145987,0.8155111111111112
4,1696,1256.72,52,1160,1.1016144349477683,1.19,381,1.06478021978022,1.2346923076923075,0.865267857142857
4,1712,1188.48,66,956,1.4960876369327074,1.86,338,0.9719362186788156,1.6919512195121953,1.2009130434782609
4,1717,1562.51,70,1076,1.2718676122931445,1.85,402,1.3157272727272729,1.486122448979592,1.683128205128205
4,1722,999.54,90,965,1.3093622795115332,1.36,464,1.0251861042183623,1.1331081081081082,0.7058474576271185
4,1759,1033.47,199,1134,1.1238850346878095,1.02,588,1.0063657407407407,1.1969721115537848,0.6613747228381376
4,1780,1464.01,69,1326,1.38848167539267,1.53,421,1.1923481781376517,1.3883469387755103,0.5692982456140351
4,1793,1452.63,74,1165,1.1685055165496487,1.46,439,0.9519319727891156,2.01650641025641,1.0492372881355931
